product_id,product_name,category_id,supplier_id,brand,unit_cost,unit_price,status,created_date
250,Lumina Face Serum 250,11,33,Lumina,32.37,43.81,active,2023-03-28
251,UrbanEdge Backpack 251,4,62,UrbanEdge,28.73,61.03,active,2023-12-10
252,CoreFlex Headphones 252,8,17,CoreFlex,219.45,307.37,active,2024-06-20
253,Apex Mixer 253,1,43,Apex,13.17,28.53,active,2024-04-10
254,ZenHaus Garden Hose 254,10,41,ZenHaus,178.69,406.26,active,2024-04-06
255,CoreFlex Yoga Mat 255,9,61,CoreFlex,103.15,210.04,active,2023-10-11
256,Vividly Backpack 256,7,47,Vividly,110.83,305.73,active,2025-12-25
257,Purely Board Game 257,5,9,Purely,193.74,396.51,active,2025-02-01
258,UrbanEdge Cookware Set 258,12,26,UrbanEdge,72.67,196.33,active,2023-05-29
259,Lumina Desk Lamp 259,9,58,Lumina,114.30,254.83,active,2023-11-13
260,CoreFlex Car Charger 260,9,22,CoreFlex,54.30,141.78,active,2024-01-09
261,Lumina Smart Watch 261,10,24,Lumina,126.77,324.83,active,2024-08-08
262,NovaCraft Mixer 262,1,55,NovaCraft,6.19,8.40,active,2024-01-06
263,ZenHaus Garden Hose 263,10,29,ZenHaus,64.08,178.96,active,2024-03-20
264,Vividly Bluetooth Speaker 264,3,25,Vividly,127.29,189.77,active,2024-11-23
265,EcoSphere Coffee Maker 265,6,11,EcoSphere,113.56,160.42,active,2025-04-16
266,BlueNest Running Shoes 266,8,44,BlueNest,80.92,149.04,active,2025-05-19
267,Vividly Yoga Mat 267,5,40,Vividly,78.30,161.98,active,2025-09-23
268,ZenHaus Pet Bed 268,6,58,ZenHaus,25.87,38.06,active,2023-10-19
269,Apex Board Game 269,9,24,Apex,130.91,253.17,active,2023-10-28
270,BlueNest Headphones 270,2,70,BlueNest,132.71,175.25,active,2023-05-13
271,TerraWorks Office Chair 271,3,74,TerraWorks,155.76,210.34,active,2025-10-11
272,EcoSphere Car Charger 272,10,62,EcoSphere,97.19,197.11,active,2024-01-02
273,EcoSphere Desk Lamp 273,2,52,EcoSphere,64.18,92.87,active,2024-09-03
274,NovaCraft Cookware Set 274,9,78,NovaCraft,194.20,329.39,active,2023-12-26
275,Northstar Smart Watch 275,7,7,Northstar,163.54,408.46,active,2023-10-28
276,CoreFlex Water Bottle 276,10,60,CoreFlex,144.84,303.33,active,2024-02-21
277,BrightPath Office Chair 277,3,52,BrightPath,25.38,70.97,active,2024-03-25
278,Northstar Backpack 278,9,54,Northstar,157.15,290.03,active,2024-10-16
279,EcoSphere Face Serum 279,5,41,EcoSphere,97.40,267.40,active,2025-08-20
280,BlueNest Smart Watch 280,2,25,BlueNest,64.91,171.53,active,2024-07-28
281,BrightPath Sunglasses 281,10,11,BrightPath,100.91,166.17,active,2024-07-04
282,EverPeak Pet Bed 282,7,21,EverPeak,207.13,331.89,active,2024-12-02
283,Lumina Mixer 283,5,1,Lumina,212.98,428.16,active,2025-09-24
284,Purely Face Serum 284,9,74,Purely,147.37,359.22,active,2025-03-03
285,Purely Office Chair 285,6,9,Purely,36.03,54.23,active,2023-04-01
286,Purely Car Charger 286,9,49,Purely,174.45,428.44,active,2024-09-18
287,UrbanEdge Sunglasses 287,7,75,UrbanEdge,154.51,370.92,active,2023-03-27
288,Northstar Face Serum 288,12,22,Northstar,86.56,146.58,discontinued,2024-05-29
289,EcoSphere Running Shoes 289,4,49,EcoSphere,3.58,7.64,active,2025-12-11
290,ZenHaus Cookware Set 290,6,77,ZenHaus,36.15,74.62,active,2023-05-18
291,Purely Backpack 291,5,52,Purely,189.23,254.13,active,2024-11-22
292,UrbanEdge Face Serum 292,5,53,UrbanEdge,169.09,274.67,active,2024-06-30
293,EcoSphere Bluetooth Speaker 293,3,8,EcoSphere,25.04,49.29,active,2023-08-07
294,NovaCraft Water Bottle 294,4,28,NovaCraft,40.91,106.00,active,2023-03-11
295,EverPeak Office Chair 295,6,57,EverPeak,122.83,277.28,active,2024-07-21
296,BlueNest Backpack 296,7,68,BlueNest,119.32,324.20,active,2025-12-07
297,EverPeak Coffee Maker 297,7,55,EverPeak,114.57,172.52,active,2025-06-20
298,NovaCraft Board Game 298,12,45,NovaCraft,105.26,139.88,active,2024-08-26
299,EcoSphere Face Serum 299,2,59,EcoSphere,181.04,454.83,active,2025-05-13
300,UrbanEdge Smart Watch 300,12,38,UrbanEdge,180.58,471.83,active,2024-10-19
301,NovaCraft Office Chair 301,10,41,NovaCraft,13.39,21.71,active,2025-01-02
302,BlueNest Headphones 302,7,20,BlueNest,161.89,409.76,active,2025-10-06
303,UrbanEdge Notebook 303,11,29,UrbanEdge,197.19,418.51,active,2025-08-31
304,UrbanEdge Yoga Mat 304,11,11,UrbanEdge,185.89,412.37,active,2025-09-02
305,TerraWorks Smart Watch 305,5,46,TerraWorks,134.60,301.32,active,2024-09-22
306,ZenHaus Mixer 306,8,70,ZenHaus,92.87,210.74,active,2023-11-25
307,CoreFlex Mixer 307,9,79,CoreFlex,167.29,315.44,active,2023-02-22
308,Northstar Sunglasses 308,7,13,Northstar,72.75,98.84,active,2024-06-21
309,Apex Coffee Maker 309,6,1,Apex,145.31,391.89,active,2024-07-21
310,UrbanEdge Smart Watch 310,4,44,UrbanEdge,119.88,321.32,active,2023-09-19
311,NovaCraft Board Game 311,3,21,NovaCraft,114.69,264.41,active,2024-10-03
312,BrightPath Mixer 312,1,9,BrightPath,143.28,390.57,active,2023-02-28
313,UrbanEdge Coffee Maker 313,6,9,UrbanEdge,93.36,201.96,active,2024-12-25
314,BrightPath Car Charger 314,1,23,BrightPath,188.13,314.52,active,2025-07-27
315,Vividly Smart Watch 315,9,32,Vividly,40.72,82.03,active,2025-09-19
316,CoreFlex Pet Bed 316,7,23,CoreFlex,186.47,279.94,active,2024-08-17
317,Apex Board Game 317,8,60,Apex,145.79,317.26,active,2023-08-30
318,Vividly Travel Mug 318,6,28,Vividly,185.15,299.96,active,2025-01-27
319,Lumina Backpack 319,4,69,Lumina,113.56,271.81,active,2023-08-09
320,BrightPath Car Charger 320,4,59,BrightPath,126.66,193.50,active,2025-08-05
321,Apex Desk Lamp 321,1,72,Apex,148.14,259.73,active,2024-01-07
322,Apex Notebook 322,11,67,Apex,93.72,225.80,active,2023-10-12
323,Vividly Yoga Mat 323,1,13,Vividly,110.18,293.51,active,2024-11-26
324,ZenHaus Car Charger 324,5,36,ZenHaus,143.71,233.46,active,2025-04-21
325,TerraWorks Board Game 325,6,65,TerraWorks,12.81,19.72,active,2025-05-07
326,UrbanEdge Board Game 326,1,18,UrbanEdge,216.67,569.90,active,2025-12-28
327,Northstar Cookware Set 327,4,22,Northstar,69.11,112.69,active,2023-06-18
328,CoreFlex Board Game 328,2,4,CoreFlex,88.96,137.31,active,2025-03-12
329,BrightPath Smart Watch 329,4,37,BrightPath,119.76,290.60,active,2023-09-10
330,Vividly Car Charger 330,10,34,Vividly,34.95,49.43,active,2024-02-19
331,NovaCraft Yoga Mat 331,6,38,NovaCraft,66.97,150.63,active,2023-08-18
332,Apex Notebook 332,1,16,Apex,81.05,146.68,active,2023-05-03
333,TerraWorks Sunglasses 333,9,23,TerraWorks,128.08,206.27,active,2024-09-10
334,Northstar Headphones 334,9,43,Northstar,103.00,284.77,active,2025-02-18
335,BrightPath Yoga Mat 335,6,36,BrightPath,204.99,449.86,active,2024-12-09
336,BlueNest Mixer 336,1,1,BlueNest,137.50,345.29,active,2023-12-26
337,UrbanEdge Office Chair 337,6,38,UrbanEdge,95.37,167.64,active,2024-05-10
338,Purely Pet Bed 338,3,76,Purely,83.51,146.78,discontinued,2023-10-25
339,EcoSphere Notebook 339,5,78,EcoSphere,93.24,131.60,active,2024-07-03
340,NovaCraft Backpack 340,4,29,NovaCraft,95.51,248.85,active,2023-01-09
341,ZenHaus Backpack 341,3,43,ZenHaus,48.14,104.19,active,2024-01-17
342,BlueNest Car Charger 342,1,23,BlueNest,184.05,366.10,active,2024-10-02
343,SwiftPro Headphones 343,4,75,SwiftPro,131.28,234.24,active,2023-07-30
344,Northstar Smart Watch 344,10,6,Northstar,43.11,68.12,active,2023-11-28
345,Vividly Board Game 345,1,27,Vividly,109.76,203.76,active,2025-10-09
346,BlueNest Coffee Maker 346,3,69,BlueNest,196.11,394.15,active,2023-10-17
347,BlueNest Sunglasses 347,3,59,BlueNest,93.33,166.95,active,2023-03-11
348,CoreFlex Mixer 348,2,77,CoreFlex,85.74,198.98,active,2023-10-11
349,EcoSphere Pet Bed 349,1,27,EcoSphere,106.69,273.48,active,2024-02-22
350,CoreFlex Smart Watch 350,3,12,CoreFlex,171.21,271.75,active,2023-08-27
351,BlueNest Travel Mug 351,8,22,BlueNest,146.45,265.21,active,2024-04-24
352,NovaCraft Running Shoes 352,2,51,NovaCraft,78.07,198.34,active,2025-11-18
353,BrightPath Car Charger 353,2,57,BrightPath,112.27,147.78,active,2024-10-26
354,Vividly Yoga Mat 354,12,47,Vividly,98.17,140.91,active,2025-06-29
355,NovaCraft Smart Watch 355,6,14,NovaCraft,20.59,25.86,active,2023-08-02
356,Lumina Desk Lamp 356,1,3,Lumina,48.58,86.45,active,2025-09-04
357,ZenHaus Yoga Mat 357,5,47,ZenHaus,90.25,251.24,active,2025-01-06
358,CoreFlex Bluetooth Speaker 358,8,51,CoreFlex,112.63,199.85,active,2025-04-26
359,Vividly Car Charger 359,11,15,Vividly,160.55,337.02,active,2024-11-07
360,Northstar Board Game 360,3,67,Northstar,68.81,178.93,active,2025-09-10
361,SwiftPro Desk Lamp 361,7,4,SwiftPro,180.50,498.73,active,2024-05-24
362,EcoSphere Desk Lamp 362,3,23,EcoSphere,107.93,145.65,active,2024-08-07
363,BlueNest Coffee Maker 363,12,3,BlueNest,130.70,230.71,active,2023-07-23
364,SwiftPro Face Serum 364,8,72,SwiftPro,168.30,450.02,discontinued,2023-02-03
365,EcoSphere Bluetooth Speaker 365,6,1,EcoSphere,198.04,336.92,active,2024-12-05
366,Vividly Pet Bed 366,2,3,Vividly,213.84,304.94,active,2023-04-03
367,BlueNest Board Game 367,10,30,BlueNest,92.42,253.89,active,2023-01-25
368,EcoSphere Bluetooth Speaker 368,10,22,EcoSphere,147.76,208.96,active,2023-12-27
369,BlueNest Face Serum 369,3,67,BlueNest,102.51,128.45,active,2025-06-09
370,EcoSphere Running Shoes 370,8,3,EcoSphere,17.31,35.46,active,2025-07-12
371,Purely Headphones 371,1,5,Purely,131.02,299.07,active,2024-01-27
372,EverPeak Car Charger 372,12,46,EverPeak,217.60,434.43,active,2023-03-02
373,SwiftPro Garden Hose 373,2,18,SwiftPro,205.90,495.26,active,2024-02-21
374,Apex Headphones 374,9,4,Apex,132.53,239.72,active,2025-01-22
375,Vividly Car Charger 375,2,73,Vividly,184.35,498.52,active,2024-05-22
376,Apex Water Bottle 376,1,3,Apex,8.74,16.37,active,2024-07-20
377,EverPeak Notebook 377,9,32,EverPeak,136.14,328.40,active,2025-08-24
378,EcoSphere Pet Bed 378,5,1,EcoSphere,5.81,8.94,active,2025-08-09
379,BlueNest Coffee Maker 379,4,3,BlueNest,5.53,11.48,active,2024-09-30
380,EverPeak Running Shoes 380,11,44,EverPeak,94.76,133.11,active,2024-05-26
381,Vividly Coffee Maker 381,1,40,Vividly,12.62,34.80,active,2025-10-25
382,Purely Headphones 382,4,67,Purely,26.82,56.12,active,2024-03-05
383,EcoSphere Cookware Set 383,2,7,EcoSphere,195.15,474.15,active,2023-09-19
384,CoreFlex Office Chair 384,6,59,CoreFlex,196.10,320.35,active,2024-07-30
385,Lumina Board Game 385,10,17,Lumina,79.05,124.48,active,2023-11-21
386,BlueNest Smart Watch 386,3,7,BlueNest,192.27,424.76,active,2023-06-29
387,Lumina Travel Mug 387,9,49,Lumina,16.22,43.49,active,2023-07-18
388,Northstar Travel Mug 388,7,59,Northstar,10.39,14.96,active,2025-12-23
389,EverPeak Sunglasses 389,10,72,EverPeak,196.44,438.57,active,2025-10-13
390,Northstar Backpack 390,9,38,Northstar,80.42,156.46,active,2023-12-11
391,Apex Garden Hose 391,12,58,Apex,180.07,336.17,active,2024-08-02
392,NovaCraft Face Serum 392,3,29,NovaCraft,118.68,327.46,active,2023-04-28
393,SwiftPro Running Shoes 393,12,26,SwiftPro,111.54,287.60,active,2025-12-14
394,BrightPath Backpack 394,9,17,BrightPath,11.47,19.22,active,2023-12-31
395,CoreFlex Cookware Set 395,9,35,CoreFlex,218.39,380.40,active,2023-05-23
396,Purely Travel Mug 396,12,57,Purely,142.47,208.28,active,2023-07-18
397,NovaCraft Backpack 397,6,51,NovaCraft,172.24,389.13,active,2023-08-08
398,Apex Cookware Set 398,10,18,Apex,208.01,427.72,active,2025-03-17
399,UrbanEdge Yoga Mat 399,1,34,UrbanEdge,63.37,157.36,active,2023-01-23
400,Lumina Desk Lamp 400,6,75,Lumina,126.68,254.08,active,2024-05-02
401,Vividly Cookware Set 401,3,64,Vividly,164.22,232.94,active,2024-08-18
402,ZenHaus Backpack 402,10,33,ZenHaus,47.36,63.00,active,2025-03-06
403,EcoSphere Running Shoes 403,4,64,EcoSphere,66.61,172.60,active,2024-09-20
404,NovaCraft Water Bottle 404,10,58,NovaCraft,160.05,418.59,active,2023-05-22
405,Vividly Travel Mug 405,6,13,Vividly,116.64,292.86,active,2023-09-08
406,BrightPath Desk Lamp 406,10,29,BrightPath,80.91,217.54,active,2024-05-02
407,EcoSphere Notebook 407,10,39,EcoSphere,70.50,160.34,active,2023-12-03
408,Apex Notebook 408,9,8,Apex,105.34,210.70,discontinued,2024-08-14
409,ZenHaus Backpack 409,4,66,ZenHaus,53.40,127.13,active,2024-05-11
410,Lumina Sunglasses 410,9,22,Lumina,111.44,253.40,active,2023-09-04
411,ZenHaus Mixer 411,9,79,ZenHaus,52.91,123.77,active,2025-08-26
412,EverPeak Face Serum 412,12,29,EverPeak,64.87,163.67,active,2024-07-11
413,SwiftPro Backpack 413,9,25,SwiftPro,189.85,374.96,active,2023-01-27
414,Northstar Desk Lamp 414,6,26,Northstar,103.99,145.40,active,2025-05-24
415,Purely Notebook 415,5,39,Purely,179.77,483.24,active,2025-12-18
416,TerraWorks Garden Hose 416,9,28,TerraWorks,127.82,271.55,active,2024-03-02
417,UrbanEdge Board Game 417,11,11,UrbanEdge,218.15,595.34,active,2025-06-29
418,BrightPath Mixer 418,11,77,BrightPath,155.89,411.93,active,2025-05-16
419,Northstar Coffee Maker 419,3,10,Northstar,218.13,590.96,active,2025-09-01
420,TerraWorks Mixer 420,5,30,TerraWorks,63.03,128.11,active,2025-10-06
421,Lumina Cookware Set 421,10,66,Lumina,129.14,355.54,active,2023-08-21
422,EcoSphere Mixer 422,2,80,EcoSphere,65.81,88.60,active,2024-07-31
423,EverPeak Mixer 423,6,25,EverPeak,115.19,238.73,active,2024-10-05
424,NovaCraft Bluetooth Speaker 424,11,9,NovaCraft,101.26,266.52,active,2025-08-28
425,Vividly Car Charger 425,11,51,Vividly,141.91,274.21,active,2025-12-25
426,Northstar Face Serum 426,9,72,Northstar,24.66,46.76,active,2024-06-24
427,Vividly Coffee Maker 427,9,37,Vividly,19.21,44.19,active,2024-04-20
428,BrightPath Water Bottle 428,8,17,BrightPath,7.19,17.82,active,2023-12-18
429,ZenHaus Water Bottle 429,4,58,ZenHaus,74.75,176.86,active,2025-03-01
430,UrbanEdge Notebook 430,3,27,UrbanEdge,200.62,287.25,active,2024-09-30
431,ZenHaus Garden Hose 431,10,43,ZenHaus,44.97,122.94,active,2023-05-23
432,UrbanEdge Cookware Set 432,7,72,UrbanEdge,123.00,159.47,active,2024-10-23
433,ZenHaus Running Shoes 433,2,19,ZenHaus,6.04,9.59,active,2025-10-25
434,NovaCraft Running Shoes 434,12,71,NovaCraft,184.39,294.69,active,2025-08-06
435,BlueNest Notebook 435,4,60,BlueNest,62.49,173.56,active,2023-03-27
436,Northstar Mixer 436,12,15,Northstar,83.52,153.84,active,2024-08-15
437,TerraWorks Board Game 437,6,63,TerraWorks,167.66,345.38,active,2025-11-06
438,Apex Face Serum 438,7,27,Apex,112.97,300.14,active,2023-04-26
439,NovaCraft Coffee Maker 439,12,18,NovaCraft,121.39,305.28,active,2024-04-28
440,EverPeak Backpack 440,8,67,EverPeak,41.65,52.93,active,2023-11-06
441,Vividly Backpack 441,1,62,Vividly,27.74,49.85,active,2024-04-07
442,BlueNest Car Charger 442,10,23,BlueNest,209.38,291.90,active,2023-05-23
443,BlueNest Sunglasses 443,10,43,BlueNest,77.39,194.27,active,2023-01-04
444,BrightPath Mixer 444,9,5,BrightPath,96.00,232.67,discontinued,2023-10-01
445,NovaCraft Cookware Set 445,9,44,NovaCraft,116.40,213.09,active,2025-06-30
446,NovaCraft Coffee Maker 446,2,10,NovaCraft,156.20,358.30,discontinued,2023-12-19
447,Apex Backpack 447,3,62,Apex,106.59,229.50,active,2025-11-02
448,EcoSphere Mixer 448,12,63,EcoSphere,76.68,185.25,discontinued,2025-05-14
449,Vividly Smart Watch 449,8,12,Vividly,168.62,327.63,active,2024-06-14
450,ZenHaus Yoga Mat 450,1,36,ZenHaus,90.12,166.52,active,2024-03-04
451,NovaCraft Yoga Mat 451,1,29,NovaCraft,85.50,156.84,active,2025-07-18
452,CoreFlex Sunglasses 452,11,22,CoreFlex,59.05,76.89,active,2023-04-20
453,Northstar Car Charger 453,3,66,Northstar,215.40,500.15,active,2025-08-07
454,Apex Backpack 454,10,79,Apex,146.10,307.86,active,2025-11-29
455,TerraWorks Car Charger 455,8,65,TerraWorks,53.87,117.95,active,2025-08-27
456,SwiftPro Smart Watch 456,8,77,SwiftPro,160.34,224.86,active,2025-05-15
457,BrightPath Desk Lamp 457,7,53,BrightPath,93.69,236.30,active,2025-08-28
458,ZenHaus Bluetooth Speaker 458,6,27,ZenHaus,129.86,221.40,active,2024-03-09
459,SwiftPro Mixer 459,4,53,SwiftPro,206.48,388.13,active,2023-07-19
460,Apex Cookware Set 460,11,31,Apex,108.22,274.64,active,2025-11-09
461,EcoSphere Pet Bed 461,11,47,EcoSphere,189.95,397.26,active,2023-06-01
462,TerraWorks Headphones 462,8,73,TerraWorks,147.37,184.89,active,2024-01-14
463,ZenHaus Smart Watch 463,7,7,ZenHaus,51.39,124.95,active,2025-02-11
464,Apex Running Shoes 464,5,23,Apex,156.57,338.41,active,2023-05-21
465,Northstar Notebook 465,10,58,Northstar,132.81,248.78,active,2024-06-09
466,BrightPath Face Serum 466,8,29,BrightPath,75.75,122.91,active,2023-11-20
467,CoreFlex Garden Hose 467,3,66,CoreFlex,159.87,425.36,active,2025-03-19
468,ZenHaus Garden Hose 468,11,25,ZenHaus,191.45,288.32,active,2025-05-13
469,EcoSphere Yoga Mat 469,12,67,EcoSphere,206.14,495.99,active,2024-08-09
470,SwiftPro Mixer 470,11,31,SwiftPro,80.09,220.14,active,2024-03-05
471,Purely Headphones 471,9,9,Purely,136.89,302.67,active,2025-04-27
472,Northstar Pet Bed 472,2,23,Northstar,187.51,385.14,active,2024-02-18
473,Vividly Cookware Set 473,1,73,Vividly,145.82,318.66,active,2024-01-23
474,EcoSphere Garden Hose 474,4,10,EcoSphere,6.53,11.21,active,2024-06-02
475,BrightPath Water Bottle 475,7,68,BrightPath,175.35,244.94,active,2023-02-04
476,BlueNest Smart Watch 476,3,10,BlueNest,42.81,85.72,active,2023-12-13
477,TerraWorks Coffee Maker 477,9,75,TerraWorks,43.07,99.91,active,2023-06-23
478,SwiftPro Smart Watch 478,10,39,SwiftPro,10.26,18.10,active,2024-05-20
479,Purely Office Chair 479,6,22,Purely,79.28,157.87,active,2023-03-28
480,TerraWorks Coffee Maker 480,11,41,TerraWorks,193.36,367.55,active,2024-02-03
481,EcoSphere Headphones 481,1,14,EcoSphere,202.85,419.38,active,2023-02-21
482,Vividly Running Shoes 482,7,25,Vividly,44.28,91.36,active,2024-04-03
483,TerraWorks Travel Mug 483,9,62,TerraWorks,92.26,228.47,active,2024-07-18
484,EverPeak Headphones 484,10,46,EverPeak,185.19,337.22,active,2023-09-28
485,NovaCraft Garden Hose 485,5,79,NovaCraft,198.29,307.44,active,2025-07-15
486,Lumina Headphones 486,12,62,Lumina,133.07,360.69,active,2023-05-05
487,CoreFlex Notebook 487,2,20,CoreFlex,65.52,179.02,active,2024-10-17
488,CoreFlex Notebook 488,7,48,CoreFlex,24.07,39.86,active,2024-06-27
489,SwiftPro Face Serum 489,9,49,SwiftPro,121.19,334.53,active,2024-02-13
490,Vividly Backpack 490,9,31,Vividly,57.55,102.84,active,2025-06-01
491,Purely Smart Watch 491,8,57,Purely,89.63,232.66,active,2024-09-01
492,CoreFlex Face Serum 492,12,48,CoreFlex,96.28,156.05,active,2024-10-21
493,Apex Travel Mug 493,1,72,Apex,108.59,259.83,discontinued,2024-04-27
494,CoreFlex Cookware Set 494,6,40,CoreFlex,216.48,556.99,active,2025-04-23
495,BlueNest Coffee Maker 495,6,25,BlueNest,183.84,260.60,active,2023-11-25
496,CoreFlex Running Shoes 496,12,35,CoreFlex,65.31,148.36,active,2024-12-09
497,BlueNest Running Shoes 497,3,45,BlueNest,174.28,459.69,active,2023-04-28
498,EverPeak Headphones 498,6,55,EverPeak,33.35,85.36,active,2024-12-09
499,Northstar Yoga Mat 499,10,34,Northstar,133.61,330.82,active,2024-03-23
500,SwiftPro Smart Watch 500,5,29,SwiftPro,185.66,413.66,active,2023-09-08
